word,freq_zipf,language,source,n_density,old20
activo,4.54,es,wordfreq,1,2.5
activos,4.46,es,wordfreq,0,2.6
acto,4.91,es,wordfreq,3,1.7
actor,4.53,es,wordfreq,2,1.8
actores,4.51,es,wordfreq,1,2.45
actos,4.76,es,wordfreq,4,1.75
actriz,4.33,es,wordfreq,0,2.95
actuaciones,4.25,es,wordfreq,0,3.5
actuación,4.56,es,wordfreq,0,2.85
actual,5.19,es,wordfreq,1,2.45
actuales,4.59,es,wordfreq,0,2.8
actualidad,4.69,es,wordfreq,0,3.55
actualizaciones,3.81,es,wordfreq,0,5.45
actualización,4.33,es,wordfreq,0,4.5
actualizado,3.96,es,wordfreq,0,4.45
actualizar,3.83,es,wordfreq,0,4.05
actualmente,5.01,es,wordfreq,0,3.5
actuando,4.08,es,wordfreq,0,2.95
actuar,4.62,es,wordfreq,1,2.45
actuó,3.81,es,wordfreq,0,2.55
actúa,4.23,es,wordfreq,0,2.15
actúan,3.97,es,wordfreq,0,2.6
acudir,4.03,es,wordfreq,0,2.8
acuerda,3.99,es,wordfreq,1,2.55
acuerdo,5.61,es,wordfreq,1,2.45
acuerdos,4.47,es,wordfreq,0,2.55
acumulación,3.85,es,wordfreq,0,4.05
acusa,4.02,es,wordfreq,0,1.95
acusaciones,4.12,es,wordfreq,0,3.65
acusación,4.1,es,wordfreq,0,2.95
acusado,4.35,es,wordfreq,0,2.35
acusados,3.92,es,wordfreq,0,2.7
acusan,3.81,es,wordfreq,0,2.5
acá,5.1,es,wordfreq,1,1.9
ad,4.15,es,wordfreq,21,1.0
adam,4.07,es,wordfreq,0,2.0
adaptación,4.17,es,wordfreq,0,3.7
adaptarse,3.84,es,wordfreq,0,4.05
adecuada,4.35,es,wordfreq,1,3.0
adecuadamente,3.91,es,wordfreq,0,5.35
adecuadas,3.89,es,wordfreq,1,3.25
adecuado,4.39,es,wordfreq,1,2.7
adecuados,3.86,es,wordfreq,1,3.15
adelantado,3.94,es,wordfreq,0,3.7
adelante,5.07,es,wordfreq,1,2.85
adelanto,3.83,es,wordfreq,1,3.15
ademas,4.27,es,wordfreq,1,2.05
además,5.63,es,wordfreq,1,2.65
adentro,4.59,es,wordfreq,0,2.7
adicción,3.87,es,wordfreq,0,2.65
adicional,4.33,es,wordfreq,0,3.5
adicionales,4.23,es,wordfreq,0,3.8
adios,3.81,es,wordfreq,1,1.85
adiós,4.43,es,wordfreq,1,2.55
adjunto,3.96,es,wordfreq,0,2.85
administración,5.02,es,wordfreq,0,5.05
administrador,4.14,es,wordfreq,0,4.9
administradores,3.91,es,wordfreq,0,5.85
administrar,3.94,es,wordfreq,0,4.2
administrativa,4.29,es,wordfreq,1,5.45
administrativas,3.94,es,wordfreq,1,5.85
administrativo,4.28,es,wordfreq,1,5.35
administrativos,3.96,es,wordfreq,1,5.55
admiración,3.98,es,wordfreq,0,3.45
admisión,3.9,es,wordfreq,0,3.0
admite,4.07,es,wordfreq,1,2.7
admitir,4.24,es,wordfreq,0,3.2
admito,3.81,es,wordfreq,1,2.7
adn,4.19,es,wordfreq,2,1.8
adolescencia,3.92,es,wordfreq,0,5.05
adolescente,4.26,es,wordfreq,0,4.6
adolescentes,4.3,es,wordfreq,0,4.95
adolfo,3.94,es,wordfreq,0,2.85
adonde,3.88,es,wordfreq,0,2.75
adopción,4.2,es,wordfreq,0,3.05
adopta,3.82,es,wordfreq,0,2.65
adoptado,4.02,es,wordfreq,0,2.85
adoptar,4.2,es,wordfreq,0,2.7
adoro,3.87,es,wordfreq,0,2.25
adquiere,3.87,es,wordfreq,0,3.3
adquirido,4.01,es,wordfreq,0,3.8
adquirir,4.26,es,wordfreq,0,3.75
adquisición,4.16,es,wordfreq,0,4.75
aduana,3.96,es,wordfreq,0,2.8
adulta,3.83,es,wordfreq,1,2.4
adulto,4.18,es,wordfreq,1,2.35
adultos,4.5,es,wordfreq,0,2.7
advertencia,4.07,es,wordfreq,0,4.5
advierte,4.12,es,wordfreq,0,3.55
advirtió,3.94,es,wordfreq,0,3.8
aerolíneas,3.82,es,wordfreq,0,4.95
aeropuerto,4.75,es,wordfreq,0,4.3
aeropuertos,3.91,es,wordfreq,0,4.55
afecta,4.5,es,wordfreq,1,2.25
afectada,3.98,es,wordfreq,1,2.65
afectadas,4.01,es,wordfreq,1,3.1
afectado,4.13,es,wordfreq,1,2.4
afectados,4.27,es,wordfreq,1,2.65
afectan,4.18,es,wordfreq,1,2.6
afectar,4.1,es,wordfreq,1,2.55
afecto,3.96,es,wordfreq,2,2.2
afganistán,3.95,es,wordfreq,0,5.65
aficionado,3.82,es,wordfreq,0,3.7
aficionados,4.09,es,wordfreq,0,4.05
afición,3.95,es,wordfreq,0,2.7
afiliados,3.97,es,wordfreq,0,3.6
afines,3.84,es,wordfreq,0,2.75
afirma,4.52,es,wordfreq,1,2.2
afirmaciones,3.87,es,wordfreq,0,3.85
afirmación,4.14,es,wordfreq,0,3.35
afirman,3.96,es,wordfreq,1,2.55
afirmar,4.04,es,wordfreq,1,2.45
afirmó,4.38,es,wordfreq,1,2.55
afortunadamente,4.07,es,wordfreq,0,6.35
africa,4.16,es,wordfreq,1,2.5
africana,3.84,es,wordfreq,1,3.1
africano,3.93,es,wordfreq,1,2.85
africanos,3.87,es,wordfreq,0,3.4
afrontar,3.96,es,wordfreq,0,3.25
afuera,4.79,es,wordfreq,0,2.5
afueras,3.98,es,wordfreq,0,2.65
afán,3.82,es,wordfreq,0,2.3
agarra,4.07,es,wordfreq,0,2.65
agarrar,3.97,es,wordfreq,0,2.85
agencia,4.63,es,wordfreq,0,2.5
agencias,4.18,es,wordfreq,0,2.85
agenda,4.4,es,wordfreq,0,2.6
agente,4.54,es,wordfreq,0,1.9
agentes,4.66,es,wordfreq,0,2.2
agosto,5.15,es,wordfreq,0,2.6
agradable,4.42,es,wordfreq,0,4.35
agradece,3.84,es,wordfreq,0,3.55
agradecer,4.05,es,wordfreq,0,3.65
agradecido,3.99,es,wordfreq,0,4.0
agradecimiento,3.99,es,wordfreq,0,5.15
agradezco,4.23,es,wordfreq,0,4.35
agrega,4.13,es,wordfreq,1,2.55
agregado,4.01,es,wordfreq,0,2.9
agregar,4.24,es,wordfreq,0,2.75
agregó,4.23,es,wordfreq,1,2.85
agresivo,3.83,es,wordfreq,0,3.55
agresión,4.14,es,wordfreq,0,3.0
agricultores,4.03,es,wordfreq,0,5.55
agricultura,4.55,es,wordfreq,0,5.35
agrupaciones,3.84,es,wordfreq,0,4.1
agrupación,4.04,es,wordfreq,0,3.7
agrícola,4.22,es,wordfreq,0,4.05
agrícolas,4.09,es,wordfreq,0,4.35
agua,5.49,es,wordfreq,0,1.95
aguanta,3.91,es,wordfreq,1,2.65
aguantar,4.13,es,wordfreq,0,2.85
aguante,3.99,es,wordfreq,1,2.65
aguas,4.7,es,wordfreq,0,1.95
aguilar,3.95,es,wordfreq,0,2.95
aguirre,4.06,es,wordfreq,0,3.55
agujero,4.05,es,wordfreq,0,3.05
agujeros,3.85,es,wordfreq,0,3.45
agustín,4.19,es,wordfreq,0,3.1
ah,5.09,es,wordfreq,16,1.05
ahh,3.83,es,wordfreq,2,1.85
ahi,4.61,es,wordfreq,5,1.65
ahora,6.05,es,wordfreq,0,2.05
ahorita,4.06,es,wordfreq,0,2.85
ahorrar,4.13,es,wordfreq,0,2.55
ahorro,4.29,es,wordfreq,0,2.55
ahorros,3.97,es,wordfreq,0,2.8
ahí,5.53,es,wordfreq,3,1.8
ai,4.12,es,wordfreq,25,1.0
air,4.03,es,wordfreq,2,1.7
aire,5.07,es,wordfreq,2,1.75
aires,4.99,es,wordfreq,1,1.9
aislado,3.95,es,wordfreq,0,2.8
aislados,3.84,es,wordfreq,0,3.0
aislamiento,4.06,es,wordfreq,0,4.2
ajedrez,3.92,es,wordfreq,0,3.8
ajena,4.02,es,wordfreq,2,1.9
ajeno,4.02,es,wordfreq,1,2.3
ajo,3.83,es,wordfreq,4,1.7
ajuste,4.17,es,wordfreq,0,2.75
al,6.74,es,wordfreq,18,1.0
ala,4.31,es,wordfreq,7,1.0
alan,4.18,es,wordfreq,4,1.75
alarma,4.2,es,wordfreq,0,2.4
alas,4.34,es,wordfreq,3,1.35
alba,4.14,es,wordfreq,5,1.7
albert,4.14,es,wordfreq,0,2.8
alberto,4.64,es,wordfreq,0,2.65
alcalde,4.78,es,wordfreq,0,3.0
alcaldes,4.05,es,wordfreq,0,3.25
alcaldesa,3.84,es,wordfreq,0,3.8
alcaldía,4.06,es,wordfreq,0,3.6
alcalá,3.88,es,wordfreq,0,2.9
alcance,4.62,es,wordfreq,0,2.7
alcanza,4.45,es,wordfreq,2,2.35
alcanzado,4.19,es,wordfreq,0,3.05
alcanzan,3.92,es,wordfreq,1,2.95
alcanzar,4.67,es,wordfreq,1,2.7
alcanzó,4.21,es,wordfreq,1,2.85
alcohol,4.56,es,wordfreq,0,3.85
aldea,4.3,es,wordfreq,0,2.0
aldeas,3.83,es,wordfreq,0,2.5
alegra,4.19,es,wordfreq,2,2.3
alegre,4.26,es,wordfreq,2,2.7
alegro,4.2,es,wordfreq,2,2.45
alegría,4.6,es,wordfreq,0,2.6
alejado,3.96,es,wordfreq,0,2.6
alejandro,4.46,es,wordfreq,0,3.65
alemana,4.21,es,wordfreq,0,2.75
alemanes,4.33,es,wordfreq,0,3.2
alemania,4.79,es,wordfreq,0,3.25
alemán,4.55,es,wordfreq,0,2.9
alerta,4.38,es,wordfreq,0,2.0
alex,4.32,es,wordfreq,0,2.0
alexander,4.16,es,wordfreq,0,3.85
alfa,3.92,es,wordfreq,5,1.7
alfombra,3.9,es,wordfreq,0,3.95
alfonso,4.38,es,wordfreq,0,3.35
alfredo,4.17,es,wordfreq,0,3.7
algo,5.99,es,wordfreq,1,1.9
algodón,4.09,es,wordfreq,0,3.75
alguien,5.73,es,wordfreq,0,3.15
algun,4.48,es,wordfreq,1,2.2
alguna,5.49,es,wordfreq,1,2.4
algunas,5.45,es,wordfreq,1,2.6
alguno,4.84,es,wordfreq,1,2.5
algunos,5.64,es,wordfreq,1,2.65
algún,5.41,es,wordfreq,1,2.5
ali,4.04,es,wordfreq,4,1.55
aliado,4.0,es,wordfreq,0,2.1
aliados,4.25,es,wordfreq,0,2.65
alianza,4.58,es,wordfreq,1,2.5
alianzas,3.89,es,wordfreq,0,2.75
alias,3.88,es,wordfreq,3,1.8
alicante,4.07,es,wordfreq,0,2.9
alice,3.84,es,wordfreq,0,2.0
alicia,4.07,es,wordfreq,0,2.6
aliento,4.12,es,wordfreq,1,1.95
alimenta,3.84,es,wordfreq,1,2.65
alimentación,4.32,es,wordfreq,0,4.1
alimentar,3.97,es,wordfreq,0,3.1
alimentaria,3.94,es,wordfreq,0,4.25
alimento,4.18,es,wordfreq,1,2.45
alimentos,4.69,es,wordfreq,0,2.6
alivio,4.0,es,wordfreq,0,2.9
all,4.25,es,wordfreq,2,1.5
alla,4.01,es,wordfreq,11,1.15
allen,3.82,es,wordfreq,0,2.0
allende,4.02,es,wordfreq,0,2.85
alli,4.14,es,wordfreq,3,1.75
allá,5.2,es,wordfreq,3,1.8
allí,5.26,es,wordfreq,3,1.8
alma,4.94,es,wordfreq,6,1.45
almacenamiento,4.0,es,wordfreq,0,5.5
almacén,3.98,es,wordfreq,0,3.7
almas,4.2,es,wordfreq,3,1.65
almería,3.89,es,wordfreq,0,2.85
almirante,4.03,es,wordfreq,0,3.8
almuerzo,4.16,es,wordfreq,0,3.7
alojamiento,3.95,es,wordfreq,0,4.25
alonso,4.32,es,wordfreq,0,2.85
alquiler,4.29,es,wordfreq,0,3.75
alrededor,5.1,es,wordfreq,0,4.3
alrededores,4.15,es,wordfreq,0,4.7
alta,5.11,es,wordfreq,7,1.4
altamente,4.26,es,wordfreq,0,3.05
altar,4.04,es,wordfreq,1,1.8
altas,4.56,es,wordfreq,5,1.6
alternativa,4.55,es,wordfreq,1,4.55
alternativas,4.32,es,wordfreq,0,5.25
alternativo,3.91,es,wordfreq,1,4.55
alto,5.29,es,wordfreq,4,1.7
altos,4.7,es,wordfreq,3,1.8
altura,4.78,es,wordfreq,0,2.3
alturas,4.15,es,wordfreq,0,2.55
aluminio,3.9,es,wordfreq,0,3.55
alumno,4.18,es,wordfreq,0,2.8
alumnos,4.68,es,wordfreq,0,2.85
alusión,3.85,es,wordfreq,1,2.8
alza,4.13,es,wordfreq,5,1.7
am,4.45,es,wordfreq,19,1.0
ama,4.56,es,wordfreq,4,1.15
amaba,3.96,es,wordfreq,2,1.9
amable,4.29,es,wordfreq,0,2.75
amada,3.88,es,wordfreq,2,1.85
amado,4.21,es,wordfreq,3,1.8
aman,3.99,es,wordfreq,3,1.75
amanecer,4.2,es,wordfreq,0,3.3
amante,4.3,es,wordfreq,0,2.25
amantes,4.16,es,wordfreq,0,2.5
amar,4.26,es,wordfreq,5,1.6
amargo,3.83,es,wordfreq,0,2.35
amarilla,4.06,es,wordfreq,1,3.45
amarillo,4.33,es,wordfreq,1,3.35
amas,4.17,es,wordfreq,4,1.35
amazon,4.01,es,wordfreq,0,2.8
amazonas,3.88,es,wordfreq,0,3.65
ambas,4.83,es,wordfreq,1,1.9
ambición,3.84,es,wordfreq,0,2.95
ambiental,4.37,es,wordfreq,0,3.5
ambientales,4.1,es,wordfreq,0,4.2
ambiente,4.92,es,wordfreq,0,2.8
ambientes,3.88,es,wordfreq,0,2.8
ambos,5.19,es,wordfreq,1,1.9
amenaza,4.58,es,wordfreq,0,3.05
amenazas,4.28,es,wordfreq,0,3.6
america,4.26,es,wordfreq,1,2.55
american,4.14,es,wordfreq,0,2.7
americana,4.4,es,wordfreq,1,2.8
americano,4.52,es,wordfreq,1,2.7
americanos,4.39,es,wordfreq,0,3.1
amiga,4.81,es,wordfreq,1,1.95
amigas,4.34,es,wordfreq,1,2.35
amigo,5.36,es,wordfreq,1,1.9
amigos,5.43,es,wordfreq,1,2.45
amistad,4.6,es,wordfreq,0,2.9
amistades,3.93,es,wordfreq,0,3.8
amlo,3.86,es,wordfreq,0,1.95
amnistía,3.85,es,wordfreq,0,3.8
amo,4.85,es,wordfreq,4,1.5
amor,5.41,es,wordfreq,2,1.85
amores,3.95,es,wordfreq,0,2.3
amos,3.83,es,wordfreq,3,1.6
amparo,4.02,es,wordfreq,0,2.75
amplia,4.57,es,wordfreq,1,2.45
ampliación,4.11,es,wordfreq,0,3.65
ampliamente,4.23,es,wordfreq,0,4.0
ampliar,4.1,es,wordfreq,1,2.55
amplias,3.87,es,wordfreq,2,2.55
amplio,4.55,es,wordfreq,1,2.5
amplios,3.83,es,wordfreq,1,2.65
américa,5.07,es,wordfreq,1,2.6
américas,4.02,es,wordfreq,0,2.85
an,4.43,es,wordfreq,17,1.0
ana,4.59,es,wordfreq,6,1.3
analiza,4.03,es,wordfreq,0,2.85
analizar,4.35,es,wordfreq,0,3.15
ancha,3.98,es,wordfreq,1,1.85
ancho,4.36,es,wordfreq,1,1.9
anciano,4.01,es,wordfreq,0,2.9
ancianos,4.09,es,wordfreq,0,3.35
and,4.95,es,wordfreq,2,1.65
anda,4.77,es,wordfreq,4,1.45
andaba,3.96,es,wordfreq,0,2.6
andalucía,4.44,es,wordfreq,0,4.6
andaluz,3.85,es,wordfreq,0,3.5
andan,4.14,es,wordfreq,2,1.8
andando,3.91,es,wordfreq,0,2.55
andar,4.53,es,wordfreq,2,1.8
andas,3.85,es,wordfreq,4,1.7
anderson,3.83,es,wordfreq,0,3.75
andes,4.13,es,wordfreq,2,1.9
ando,4.1,es,wordfreq,2,1.65
andrea,4.08,es,wordfreq,1,2.5
andrew,4.0,es,wordfreq,1,2.8
android,4.3,es,wordfreq,0,3.75
andrés,4.52,es,wordfreq,0,2.8
andy,3.95,es,wordfreq,2,1.85
anexo,3.89,es,wordfreq,0,2.5
angel,4.15,es,wordfreq,1,2.25
angeles,4.12,es,wordfreq,1,2.7
angustia,3.93,es,wordfreq,0,3.65
anillo,4.23,es,wordfreq,0,2.7
anillos,3.94,es,wordfreq,0,2.9
anima,3.93,es,wordfreq,2,1.85
animación,4.02,es,wordfreq,0,2.95
animado,3.83,es,wordfreq,0,2.7
animal,4.67,es,wordfreq,0,2.65
animales,4.91,es,wordfreq,0,2.9
anime,4.17,es,wordfreq,2,2.3
animo,4.02,es,wordfreq,3,1.85
aniversario,4.51,es,wordfreq,0,4.55
anna,4.21,es,wordfreq,2,1.85
anne,3.9,es,wordfreq,2,1.9
ano,3.83,es,wordfreq,6,1.35
anoche,4.51,es,wordfreq,0,2.7
ansiedad,4.24,es,wordfreq,0,3.45
ante,5.48,es,wordfreq,4,1.75
antecedentes,4.46,es,wordfreq,0,4.55
antemano,3.83,es,wordfreq,0,3.65
antena,3.89,es,wordfreq,0,2.3
antepasados,3.82,es,wordfreq,0,4.6
anterior,5.08,es,wordfreq,1,3.0
anteriores,4.78,es,wordfreq,1,3.35
anterioridad,3.84,es,wordfreq,0,4.75
anteriormente,4.6,es,wordfreq,0,5.35
antes,5.82,es,wordfreq,2,1.85
anthony,3.9,es,wordfreq,0,3.8
anti,4.53,es,wordfreq,1,1.95
antigua,4.71,es,wordfreq,1,3.1
antiguas,4.29,es,wordfreq,1,3.45
antiguo,4.77,es,wordfreq,1,2.9
antiguos,4.54,es,wordfreq,1,3.4
antigüedad,4.16,es,wordfreq,0,4.55
antonio,4.94,es,wordfreq,0,3.0
antropología,3.84,es,wordfreq,0,6.25
anual,4.62,es,wordfreq,0,1.95
anuales,4.18,es,wordfreq,0,2.6
anualmente,3.93,es,wordfreq,0,3.35
anuncia,4.2,es,wordfreq,2,2.35
anunciado,4.12,es,wordfreq,0,3.35
anunciar,3.98,es,wordfreq,0,2.65
anuncio,4.46,es,wordfreq,2,2.6
anuncios,4.32,es,wordfreq,0,3.05
anunció,4.63,es,wordfreq,2,2.55
análisis,4.97,es,wordfreq,0,4.35
anónima,3.95,es,wordfreq,1,3.05
anónimo,3.93,es,wordfreq,1,3.2
ap,3.95,es,wordfreq,19,1.0
apagar,3.9,es,wordfreq,0,2.4
aparato,4.31,es,wordfreq,0,2.65
aparatos,4.07,es,wordfreq,0,2.8
aparece,4.87,es,wordfreq,0,2.2
aparecen,4.6,es,wordfreq,1,2.4
aparecer,4.39,es,wordfreq,1,2.4
aparecido,4.05,es,wordfreq,0,2.75
aparecieron,4.05,es,wordfreq,0,3.85
apareció,4.53,es,wordfreq,0,2.5
aparecía,3.81,es,wordfreq,0,2.55
aparente,4.05,es,wordfreq,0,2.75
aparentemente,4.45,es,wordfreq,0,5.0
aparezca,3.94,es,wordfreq,0,3.15
aparición,4.39,es,wordfreq,0,2.95
apariencia,4.29,es,wordfreq,0,3.6
apartado,4.2,es,wordfreq,0,2.85
apartamento,4.27,es,wordfreq,0,3.75
aparte,4.67,es,wordfreq,1,2.05
apelación,3.9,es,wordfreq,0,2.9
apellido,4.36,es,wordfreq,0,3.7
apellidos,3.85,es,wordfreq,0,3.75
apenas,4.97,es,wordfreq,2,2.25
apertura,4.56,es,wordfreq,0,3.15
apetece,3.88,es,wordfreq,0,3.6
aplausos,3.92,es,wordfreq,0,3.7
aplica,4.38,es,wordfreq,0,2.3
aplicable,3.87,es,wordfreq,0,3.65
aplicaciones,4.49,es,wordfreq,0,3.55
aplicación,4.89,es,wordfreq,0,3.05
aplicada,3.88,es,wordfreq,1,2.8
aplicado,3.94,es,wordfreq,1,2.5
aplican,3.93,es,wordfreq,1,2.6
aplicando,3.84,es,wordfreq,0,3.0
aplicar,4.46,es,wordfreq,1,2.6
aporta,4.04,es,wordfreq,1,1.95
aportaciones,3.83,es,wordfreq,0,3.3
aportación,3.84,es,wordfreq,0,3.0
aportar,4.15,es,wordfreq,1,2.25
aporte,4.23,es,wordfreq,2,2.1
aportes,4.05,es,wordfreq,0,2.4
apostar,3.83,es,wordfreq,1,2.6
apoya,4.4,es,wordfreq,2,2.25
apoyado,4.09,es,wordfreq,0,2.6
apoyan,4.16,es,wordfreq,1,2.55
apoyando,4.14,es,wordfreq,0,2.85
apoyar,4.63,es,wordfreq,1,2.4
apoyo,5.23,es,wordfreq,2,2.25
apoyos,3.87,es,wordfreq,0,2.65
apoyó,3.91,es,wordfreq,2,2.6
app,4.35,es,wordfreq,0,1.85
apple,4.25,es,wordfreq,0,2.9
apps,3.83,es,wordfreq,0,2.05
aprecia,3.9,es,wordfreq,1,2.5
apreciar,4.19,es,wordfreq,0,2.85
aprecio,3.96,es,wordfreq,1,2.45
aprende,4.34,es,wordfreq,1,2.45
aprenden,3.84,es,wordfreq,1,2.7
aprender,4.93,es,wordfreq,1,2.6
aprendido,4.3,es,wordfreq,0,3.05
aprendiendo,4.1,es,wordfreq,0,3.55
aprendizaje,4.38,es,wordfreq,0,5.2
aprendió,3.92,es,wordfreq,0,2.9
aprendí,4.22,es,wordfreq,1,2.7
aprobación,4.48,es,wordfreq,0,3.6
aprobada,4.11,es,wordfreq,1,3.1
aprobado,4.36,es,wordfreq,1,2.6
aprobar,4.18,es,wordfreq,0,2.65
aprobó,4.22,es,wordfreq,0,2.85
apropiada,3.81,es,wordfreq,1,3.5
apropiado,4.1,es,wordfreq,1,3.3
aprovecha,4.05,es,wordfreq,0,3.6
aprovechando,4.06,es,wordfreq,0,5.0
aprovechar,4.33,es,wordfreq,0,4.0
aproximación,3.81,es,wordfreq,0,4.5
aproximadamente,4.69,es,wordfreq,0,6.55
aprueba,4.09,es,wordfreq,0,2.9
apuesta,4.25,es,wordfreq,1,2.25
apuestas,4.0,es,wordfreq,0,2.6
apuesto,3.92,es,wordfreq,2,2.3
apunta,4.21,es,wordfreq,0,2.3
apuntes,3.85,es,wordfreq,0,2.55
aquel,4.87,es,wordfreq,0,2.15
aquella,4.68,es,wordfreq,1,2.6
aquellas,4.55,es,wordfreq,1,2.75
aquello,4.51,es,wordfreq,1,2.6
aquellos,5.09,es,wordfreq,1,2.85
aqui,4.96,es,wordfreq,1,2.0
aquí,5.75,es,wordfreq,1,2.2
ar,3.97,es,wordfreq,21,1.0
arabia,3.97,es,wordfreq,0,2.55
aragón,4.21,es,wordfreq,1,2.65
araña,3.9,es,wordfreq,0,2.0
archivo,4.62,es,wordfreq,0,3.35
archivos,4.52,es,wordfreq,0,3.55
arco,4.35,es,wordfreq,1,1.8
arcos,3.82,es,wordfreq,0,1.85
are,4.07,es,wordfreq,3,1.5
area,3.87,es,wordfreq,3,1.6
