word,freq_zipf,language,source,n_density,old20,gender
enviaba,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.4,feminine
enviada,3.82,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,2.1,feminine
enviado,4.5,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,masculine
enviara,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,2.1,feminine
enviarlo,3.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,masculine
envidia,4.07,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.7,feminine
envidio,3.42,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.75,masculine
envio,3.56,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.8,masculine
envoltura,3.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.8,feminine
envuelta,3.5,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,feminine
envuelto,3.79,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
envía,4.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,feminine
envío,4.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.9,masculine
enzima,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
enzo,3.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.0,masculine
enérgica,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.0,feminine
enérgico,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.2,masculine
epa,3.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",10,1.2,feminine
epicentro,3.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.8,masculine
epidemia,3.82,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.55,feminine
epilepsia,3.27,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.2,feminine
episodio,4.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.65,masculine
epoca,3.56,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,feminine
epílogo,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.5,masculine
epístola,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.65,feminine
equilibrada,3.38,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,4.4,feminine
equilibrado,3.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,4.25,masculine
equilibrio,4.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.45,masculine
equipada,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,feminine
equipado,3.64,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,masculine
equipamiento,3.86,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.4,masculine
equipo,5.49,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.65,masculine
equitativa,3.33,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,4.4,feminine
equitativo,3.3,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,4.25,masculine
equivalencia,3.3,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.75,feminine
equivoca,3.7,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.5,feminine
equivocada,3.99,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.95,feminine
equivocado,4.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.8,masculine
equivoco,3.82,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.9,masculine
era,6.05,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",18,1.0,feminine
erario,3.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.2,masculine
ergo,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,masculine
erica,3.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.7,feminine
erigido,3.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,masculine
erika,3.42,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,feminine
ermita,3.52,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.9,feminine
ermitaño,3.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.25,masculine
ernesto,4.05,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.65,masculine
erotismo,3.21,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.1,masculine
errado,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,masculine
errónea,3.59,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.5,feminine
erróneo,3.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.15,masculine
erudito,3.52,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,masculine
erótica,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.2,feminine
erótico,3.41,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.3,masculine
esa,5.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",18,1.0,feminine
escala,4.64,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,feminine
escalada,3.73,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.3,feminine
escalera,4.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,feminine
escandalosa,3.21,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,4.35,feminine
escandaloso,3.42,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,4.4,masculine
escapa,4.0,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.65,feminine
escapada,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.45,feminine
escapado,3.55,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.4,masculine
escapo,3.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.75,masculine
escarabajo,3.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.95,masculine
escarlata,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.1,feminine
escasa,4.01,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,feminine
escaso,3.83,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,masculine
escaño,3.5,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.85,masculine
escena,4.82,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,feminine
escenario,4.65,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.45,masculine
escenografía,3.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,5.0,feminine
escepticismo,3.5,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,5.6,masculine
esclava,3.59,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.45,feminine
esclavo,3.98,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,masculine
escoba,3.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.1,feminine
escocia,3.8,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.25,feminine
escogida,3.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,feminine
escogido,3.87,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,masculine
escoja,3.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.95,feminine
escolta,3.73,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.45,feminine
escondida,3.62,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
escondido,3.9,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.35,masculine
escondía,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,feminine
escopeta,3.54,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.85,feminine
escoria,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.25,feminine
escriba,3.87,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.6,feminine
escribano,3.38,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,masculine
escribiera,3.27,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.8,feminine
escribirlo,3.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.85,masculine
escribiría,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.8,feminine
escribo,4.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.85,masculine
escribía,3.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.15,feminine
escrita,4.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,feminine
escrito,4.95,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,masculine
escritora,4.06,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
escritorio,4.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.3,masculine
escritura,4.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,feminine
escrutinio,3.62,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.45,masculine
escuadra,3.73,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.9,feminine
escucha,4.58,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.9,feminine
escuchaba,3.86,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
escuchada,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.4,feminine
escuchado,4.46,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.25,masculine
escucharla,3.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,feminine
escucharlo,3.72,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
escucho,4.33,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,2.2,masculine
escudero,3.38,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.95,masculine
escudo,4.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.15,masculine
escuela,5.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,feminine
escultura,3.86,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.9,feminine
escándalo,4.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.65,masculine
escénica,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.75,feminine
escénico,3.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.85,masculine
escéptico,3.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.35,masculine
esencia,4.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.1,feminine
esfera,4.09,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,feminine
esforzado,3.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.1,masculine
esfuerza,3.41,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,feminine
esfuerzo,4.88,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.85,masculine
esgrima,3.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.8,feminine
eslovaquia,3.64,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.85,feminine
eslovenia,3.53,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.9,feminine
esmeralda,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.4,feminine
eso,6.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",14,1.0,masculine
espacio,5.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.35,masculine
espada,4.33,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,feminine
espalda,4.64,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.2,feminine
espana,3.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.85,feminine
espanto,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.35,masculine
espantosa,3.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.05,feminine
espantoso,3.52,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.35,masculine
esparta,3.49,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.25,feminine
españa,5.53,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,feminine
española,4.96,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.65,feminine
especia,3.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.1,feminine
especialista,4.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.6,feminine
especializa,3.27,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.3,feminine
especifica,3.69,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,3.1,feminine
especificado,3.29,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.7,masculine
especifico,3.18,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,3.2,masculine
espectro,4.06,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,masculine
espectáculo,4.5,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.65,masculine
específica,4.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,3.1,feminine
específico,4.32,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,3.2,masculine
espejo,4.41,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,masculine
espera,5.05,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",6,1.5,feminine
esperaba,4.59,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.1,feminine
esperada,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,feminine
esperado,4.18,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,masculine
esperanza,4.86,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.65,feminine
esperaría,3.42,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.6,feminine
esperma,3.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.0,feminine
espero,5.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",9,1.55,masculine
espesa,3.34,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.85,feminine
espeso,3.16,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.75,masculine
espina,3.68,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.7,feminine
espino,3.16,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.95,masculine
espinosa,3.74,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,feminine
espinoza,3.48,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.05,feminine
espléndida,3.3,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.9,feminine
espléndido,3.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.65,masculine
esponja,3.59,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,feminine
espontánea,3.59,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,4.65,feminine
espontáneo,3.42,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,4.55,masculine
esposa,4.9,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,feminine
esposo,4.5,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.15,masculine
espuma,3.78,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.2,feminine
espía,3.88,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,feminine
esqueleto,3.7,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.7,masculine
esquema,4.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.6,feminine
esquina,4.46,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.65,feminine
esta,6.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",6,1.2,feminine
estaba,5.74,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,feminine
establecida,4.04,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.1,feminine
establecido,4.48,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.05,masculine
establecía,3.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.05,feminine
establezca,3.54,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.35,feminine
establo,3.18,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.2,masculine
estacionado,3.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.5,masculine
estadio,4.54,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,masculine
estadista,3.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.25,feminine
estado,5.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.75,masculine
estadía,3.65,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.1,feminine
estadística,4.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.95,feminine
estadístico,3.62,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,4.05,masculine
estafa,3.92,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,feminine
estalla,3.41,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,feminine
estallido,3.66,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.15,masculine
estampa,3.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.3,feminine
estancada,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.8,feminine
estancado,3.21,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.8,masculine
estancia,4.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.55,feminine
estara,3.48,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",6,1.5,feminine
estaria,3.75,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,feminine
estarlo,3.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.95,masculine
estaría,4.78,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.75,feminine
estatua,4.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.1,feminine
estatura,3.73,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,feminine
estatuto,4.0,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,masculine
estaño,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,masculine
estela,3.77,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.9,feminine
estella,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.25,feminine
estereotipo,3.45,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.8,masculine
estero,3.7,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,masculine
estigma,3.45,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.6,feminine
estilo,5.07,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,masculine
estima,4.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.7,feminine
estimada,3.69,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,feminine
estimado,4.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.3,masculine
estimo,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.85,masculine
estimula,3.42,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,feminine
estipula,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.8,feminine
estipulado,3.34,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.55,masculine
estira,3.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,feminine
esto,6.05,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.45,masculine
estocolmo,3.54,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.45,masculine
estomago,3.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.0,masculine
estonia,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,feminine
estrada,3.75,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,feminine
estrado,3.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,masculine
estrasburgo,3.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.95,masculine
estratega,3.3,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.3,feminine
estrategia,4.7,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.5,feminine
estrato,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.1,masculine
estratégica,3.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,4.0,feminine
estratégico,3.88,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,4.05,masculine
estrecha,4.04,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
estrecho,4.05,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,masculine
estrella,4.66,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.4,feminine
estrellado,3.21,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.15,masculine
estrena,3.62,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,feminine
estrenada,3.29,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,feminine
estrenado,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,2.2,masculine
estreno,4.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.95,masculine
estresado,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,masculine
estribillo,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.85,masculine
estricta,3.8,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,feminine
estricto,3.85,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,masculine
estrofa,3.21,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,feminine
estructura,4.82,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.15,feminine
estructurada,3.18,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,4.25,feminine
estructurado,3.31,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,4.25,masculine
estudia,4.16,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.65,feminine
estudiaba,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,feminine
estudiada,3.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.45,feminine
estudiado,4.04,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.2,masculine
