trial,list,set,condition,word,condition_trigger,item_trigger
1,1,25,low_frequency,coached,102,57
2,1,55,high_frequency,back,101,90
3,1,57,low_frequency,aide,102,92
4,1,22,low_frequency,onset,102,54
5,1,4,high_frequency,total,101,73
6,1,1,high_frequency,above,101,40
7,1,7,high_frequency,space,101,97
8,1,33,low_frequency,tactics,102,66
9,1,15,high_frequency,works,101,46
10,1,18,low_frequency,masks,102,49
11,1,55,low_frequency,jill,102,90
12,1,18,high_frequency,third,101,49
13,1,47,low_frequency,browns,102,81
14,1,3,high_frequency,include,101,62
15,1,30,high_frequency,post,101,63
16,1,58,low_frequency,roots,102,93
17,1,59,high_frequency,like,101,94
18,1,44,high_frequency,free,101,78
19,1,17,low_frequency,plague,102,48
20,1,27,low_frequency,dams,102,59
21,1,44,low_frequency,roar,102,78
22,1,6,low_frequency,jelly,102,95
23,1,49,high_frequency,between,101,83
24,1,12,low_frequency,blossom,102,43
25,1,59,low_frequency,dose,102,94
26,1,32,low_frequency,zelda,102,65
27,1,23,high_frequency,nice,101,55
28,1,34,low_frequency,condom,102,67
29,1,53,high_frequency,right,101,88
30,1,9,low_frequency,stiff,102,99
31,1,16,low_frequency,mercy,102,47
32,1,26,high_frequency,started,101,58
33,1,54,low_frequency,drafts,102,89
34,1,31,low_frequency,emma,102,64
35,1,56,high_frequency,know,101,91
36,1,41,high_frequency,week,101,75
37,1,13,low_frequency,freed,102,44
38,1,1,low_frequency,kitty,102,40
39,1,28,low_frequency,annex,102,60
40,1,38,low_frequency,espn,102,71
41,1,32,high_frequency,maybe,101,65
42,1,2,high_frequency,likely,101,51
43,1,42,low_frequency,witches,102,76
44,1,21,low_frequency,breach,102,53
45,1,60,low_frequency,thou,102,96
46,1,47,high_frequency,school,101,81
47,1,2,low_frequency,deadly,102,51
48,1,6,high_frequency,issue,101,95
49,1,41,low_frequency,docs,102,75
50,1,45,low_frequency,jungle,102,79
51,1,21,high_frequency,months,101,53
52,1,10,high_frequency,month,101,41
53,1,35,high_frequency,order,101,68
54,1,27,high_frequency,food,101,59
55,1,14,high_frequency,gonna,101,45
56,1,38,high_frequency,hard,101,71
57,1,48,low_frequency,prof,102,82
58,1,36,high_frequency,went,101,69
59,1,30,low_frequency,khan,102,63
60,1,17,high_frequency,myself,101,48
61,1,15,low_frequency,sails,102,46
62,1,40,high_frequency,nothing,101,74
63,1,16,high_frequency,phone,101,47
64,1,37,high_frequency,white,101,70
65,1,52,high_frequency,many,101,87
66,1,26,low_frequency,sticker,102,58
67,1,39,high_frequency,live,101,72
68,1,51,high_frequency,while,101,86
69,1,33,high_frequency,children,101,66
70,1,31,high_frequency,hope,101,64
71,1,22,high_frequency,comes,101,54
72,1,37,low_frequency,damon,102,70
73,1,39,low_frequency,lima,102,72
74,1,28,high_frequency,given,101,60
75,1,58,high_frequency,which,101,93
76,1,48,high_frequency,help,101,82
77,1,43,low_frequency,subs,102,77
78,1,35,low_frequency,genes,102,68
79,1,29,low_frequency,nailed,102,61
80,1,49,low_frequency,monkeys,102,83
81,1,10,low_frequency,clerk,102,41
82,1,20,high_frequency,leave,101,52
83,1,50,high_frequency,used,101,85
84,1,43,high_frequency,days,101,77
85,1,36,low_frequency,pens,102,69
86,1,54,high_frequency,should,101,89
87,1,12,high_frequency,example,101,43
88,1,29,high_frequency,others,101,61
89,1,40,low_frequency,bowling,102,74
90,1,56,low_frequency,drum,102,91
91,1,11,low_frequency,feast,102,42
92,1,46,low_frequency,swan,102,80
93,1,42,high_frequency,however,101,76
94,1,25,high_frequency,history,101,57
95,1,24,low_frequency,yuri,102,56
96,1,20,low_frequency,manly,102,52
97,1,4,low_frequency,fewer,102,73
98,1,19,high_frequency,morning,101,50
99,1,24,high_frequency,else,101,56
100,1,8,low_frequency,fencing,102,98
101,1,46,high_frequency,each,101,80
102,1,50,low_frequency,toni,102,85
103,1,60,high_frequency,with,101,96
104,1,13,high_frequency,front,101,44
105,1,34,high_frequency,season,101,67
106,1,9,high_frequency,wants,101,99
107,1,5,low_frequency,chip,102,84
108,1,5,high_frequency,shot,101,84
109,1,3,low_frequency,connect,102,62
110,1,23,low_frequency,lime,102,55
111,1,11,high_frequency,march,101,42
112,1,45,high_frequency,please,101,79
113,1,51,low_frequency,hamas,102,86
114,1,19,low_frequency,pairing,102,50
115,1,57,high_frequency,also,101,92
116,1,14,low_frequency,owens,102,45
117,1,7,low_frequency,tampa,102,97
118,1,8,high_frequency,instead,101,98
119,1,53,low_frequency,slept,102,88
120,1,52,low_frequency,isle,102,87
