trial,list,set,condition,word,condition_trigger,item_trigger
1,1,30,low_frequency,chat,101,63
2,1,55,high_frequency,cual,102,90
3,1,72,high_frequency,uno,102,109
4,1,79,high_frequency,pero,102,116
5,1,34,high_frequency,varios,102,67
6,1,10,high_frequency,fácil,102,41
7,1,45,high_frequency,mujeres,102,79
8,1,19,high_frequency,alto,102,50
9,1,15,low_frequency,cobran,101,46
10,1,61,high_frequency,estar,102,97
11,1,75,high_frequency,así,102,112
12,1,32,low_frequency,adoro,101,65
13,1,78,high_frequency,ser,102,115
14,1,49,low_frequency,camina,101,83
15,1,32,high_frequency,somos,102,65
16,1,65,low_frequency,almería,101,101
17,1,69,low_frequency,palmas,101,105
18,1,2,low_frequency,abren,101,51
19,1,73,low_frequency,lean,101,110
20,1,40,low_frequency,compro,101,74
21,1,51,high_frequency,hombre,102,86
22,1,58,low_frequency,andan,101,93
23,1,7,low_frequency,call,101,106
24,1,25,low_frequency,ano,101,57
25,1,51,low_frequency,atento,101,86
26,1,59,low_frequency,aca,101,94
27,1,11,high_frequency,pregunta,102,42
28,1,49,high_frequency,pasado,102,83
29,1,31,low_frequency,caza,101,64
30,1,14,low_frequency,allen,101,45
31,1,6,low_frequency,acusa,101,95
32,1,43,low_frequency,coro,101,77
33,1,18,high_frequency,queda,102,49
34,1,61,low_frequency,cabra,101,97
35,1,77,high_frequency,muy,102,114
36,1,15,high_frequency,siento,102,46
37,1,77,low_frequency,app,101,114
38,1,35,low_frequency,asistió,101,68
39,1,13,high_frequency,suerte,102,44
40,1,45,low_frequency,aguilar,101,79
41,1,20,high_frequency,medios,102,52
42,1,2,high_frequency,norte,102,51
43,1,46,low_frequency,arias,101,80
44,1,48,high_frequency,méxico,102,82
45,1,17,high_frequency,digo,102,48
46,1,5,low_frequency,alias,101,84
47,1,11,low_frequency,comentó,101,42
48,1,79,low_frequency,mito,101,116
49,1,52,high_frequency,ley,102,87
50,1,10,low_frequency,láser,101,41
51,1,72,low_frequency,big,101,109
52,1,42,low_frequency,velo,101,76
53,1,6,high_frequency,serie,102,95
54,1,39,high_frequency,puedes,102,72
55,1,63,high_frequency,contra,102,99
56,1,60,low_frequency,bell,101,96
57,1,56,high_frequency,historia,102,91
58,1,71,low_frequency,baila,101,108
59,1,1,low_frequency,alli,101,40
60,1,27,low_frequency,activar,101,59
61,1,71,high_frequency,mejor,102,108
62,1,69,high_frequency,estado,102,105
63,1,37,low_frequency,africa,101,70
64,1,22,low_frequency,acusado,101,54
65,1,68,low_frequency,der,101,104
66,1,57,low_frequency,actas,101,92
67,1,75,low_frequency,eua,101,112
68,1,26,high_frequency,pasar,102,58
69,1,4,high_frequency,nuestras,102,73
70,1,36,high_frequency,realidad,102,69
