trial,list,set,condition,word,condition_trigger,item_trigger
71,1,66,low_frequency,ajena,101,102
72,1,35,high_frequency,incluso,102,68
73,1,30,high_frequency,sabe,102,63
74,1,67,low_frequency,aldea,101,103
75,1,9,high_frequency,debido,102,119
76,1,4,low_frequency,aseguro,101,73
77,1,38,low_frequency,asesino,101,71
78,1,62,high_frequency,casa,102,98
79,1,41,low_frequency,explico,101,75
80,1,44,low_frequency,aborto,101,78
81,1,59,high_frequency,mis,102,94
82,1,62,low_frequency,lara,101,98
83,1,20,low_frequency,alicia,101,52
84,1,68,high_frequency,mas,102,104
85,1,8,low_frequency,hong,101,117
86,1,33,low_frequency,amargo,101,66
87,1,29,low_frequency,angel,101,61
88,1,42,high_frequency,ante,102,76
89,1,12,high_frequency,libre,102,43
90,1,47,high_frequency,dentro,102,81
91,1,16,high_frequency,obra,102,47
92,1,3,high_frequency,voz,102,62
93,1,64,high_frequency,todas,102,100
94,1,17,low_frequency,baje,101,48
95,1,22,high_frequency,quieres,102,54
96,1,74,high_frequency,hacer,102,111
97,1,23,high_frequency,ello,102,55
98,1,47,low_frequency,amigas,101,81
99,1,73,high_frequency,nada,102,110
100,1,19,low_frequency,aula,101,50
101,1,63,low_frequency,consta,101,99
102,1,44,high_frequency,guerra,102,78
103,1,53,high_frequency,manera,102,88
104,1,57,high_frequency,veces,102,92
105,1,3,low_frequency,ahh,101,62
106,1,56,low_frequency,abogada,101,91
107,1,70,high_frequency,gente,102,107
108,1,40,high_frequency,siendo,102,74
109,1,33,high_frequency,seguro,102,66
110,1,28,low_frequency,borde,101,60
111,1,48,low_frequency,compré,101,82
112,1,23,low_frequency,odia,101,55
113,1,31,high_frequency,mano,102,64
114,1,38,high_frequency,derecho,102,71
115,1,60,high_frequency,toda,102,96
116,1,54,low_frequency,world,101,89
117,1,65,high_frequency,durante,102,101
118,1,76,high_frequency,porque,102,113
119,1,8,high_frequency,mayo,102,117
120,1,80,low_frequency,ray,101,118
121,1,21,low_frequency,adios,101,53
122,1,58,high_frequency,luego,102,93
123,1,12,low_frequency,apoya,101,43
124,1,29,high_frequency,cerca,102,61
125,1,55,low_frequency,cool,101,90
126,1,7,high_frequency,deja,102,106
127,1,52,low_frequency,rap,101,87
128,1,26,low_frequency,grita,101,58
129,1,64,low_frequency,hayas,101,100
130,1,9,low_frequency,angela,101,119
131,1,46,high_frequency,tenía,102,80
132,1,50,low_frequency,arts,101,85
133,1,66,high_frequency,antes,102,102
134,1,78,low_frequency,ram,101,115
135,1,53,low_frequency,arenas,101,88
136,1,76,low_frequency,admito,101,113
137,1,39,low_frequency,atenas,101,72
138,1,43,high_frequency,pasa,102,77
139,1,70,low_frequency,altar,101,107
140,1,28,high_frequency,padre,102,60
141,1,67,high_frequency,nunca,102,103
142,1,21,high_frequency,viene,102,53
143,1,37,high_frequency,mierda,102,70
144,1,54,high_frequency,según,102,89
145,1,18,low_frequency,miras,101,49
146,1,1,high_frequency,allá,102,40
147,1,25,high_frequency,veo,102,57
148,1,34,low_frequency,ademas,101,67
149,1,50,high_frequency,será,102,85
150,1,14,high_frequency,julio,102,45
151,1,80,high_frequency,las,102,118
152,1,24,high_frequency,dejar,102,56
153,1,74,low_frequency,atras,101,111
154,1,13,low_frequency,bebida,101,44
155,1,41,high_frequency,millones,102,75
156,1,27,high_frequency,segundo,102,59
157,1,16,low_frequency,azar,101,47
158,1,36,low_frequency,afueras,101,69
159,1,24,low_frequency,crece,101,56
160,1,5,high_frequency,deben,102,84
