trial,list,set,condition,word,condition_trigger,item_trigger
1,1,31,dense_neighbourhood,bean,101,64
2,1,79,sparse_neighbourhood,helen,102,116
3,1,70,sparse_neighbourhood,image,102,107
4,1,1,sparse_neighbourhood,adams,102,40
5,1,80,dense_neighbourhood,bugs,101,118
6,1,51,dense_neighbourhood,bitter,101,86
7,1,52,dense_neighbourhood,blake,101,87
8,1,61,dense_neighbourhood,boobs,101,97
9,1,25,sparse_neighbourhood,agent,102,57
10,1,50,dense_neighbourhood,bite,101,85
11,1,28,sparse_neighbourhood,asks,102,60
12,1,36,sparse_neighbourhood,canal,102,69
13,1,56,dense_neighbourhood,boats,101,91
14,1,23,dense_neighbourhood,bases,101,55
15,1,37,dense_neighbourhood,beef,101,70
16,1,55,dense_neighbourhood,blows,101,90
17,1,10,dense_neighbourhood,backs,101,41
18,1,35,dense_neighbourhood,beast,101,68
19,1,1,dense_neighbourhood,aimed,101,40
20,1,60,dense_neighbourhood,bonds,101,96
21,1,40,dense_neighbourhood,bell,101,74
22,1,53,dense_neighbourhood,blank,101,88
23,1,42,dense_neighbourhood,belly,101,76
24,1,64,sparse_neighbourhood,iowa,102,100
25,1,42,sparse_neighbourhood,cliff,102,76
26,1,73,dense_neighbourhood,brands,101,110
27,1,27,dense_neighbourhood,batch,101,59
28,1,67,dense_neighbourhood,boring,101,103
29,1,48,sparse_neighbourhood,alert,102,82
30,1,38,dense_neighbourhood,bees,101,71
31,1,66,sparse_neighbourhood,arena,102,102
32,1,60,sparse_neighbourhood,opera,102,96
33,1,24,sparse_neighbourhood,asap,102,56
34,1,49,dense_neighbourhood,bitch,101,83
35,1,4,sparse_neighbourhood,jeff,102,73
36,1,14,dense_neighbourhood,baker,101,45
37,1,57,sparse_neighbourhood,thru,102,92
38,1,8,dense_neighbourhood,babe,101,117
39,1,51,sparse_neighbourhood,backup,102,86
40,1,20,sparse_neighbourhood,arthur,102,52
41,1,53,sparse_neighbourhood,emily,102,88
42,1,41,sparse_neighbourhood,blunt,102,75
43,1,10,sparse_neighbourhood,array,102,41
44,1,30,sparse_neighbourhood,ended,102,63
45,1,71,dense_neighbourhood,brains,101,108
46,1,43,sparse_neighbourhood,sexy,102,77
47,1,11,sparse_neighbourhood,iraq,102,42
48,1,65,dense_neighbourhood,boot,101,101
49,1,63,dense_neighbourhood,books,101,99
50,1,78,dense_neighbourhood,brown,101,115
51,1,27,sparse_neighbourhood,idaho,102,59
52,1,18,sparse_neighbourhood,brief,102,49
53,1,20,dense_neighbourhood,banned,101,52
54,1,16,dense_neighbourhood,bald,101,47
55,1,76,sparse_neighbourhood,dubai,102,113
56,1,24,dense_neighbourhood,bash,101,56
57,1,72,dense_neighbourhood,brake,101,109
58,1,2,sparse_neighbourhood,fifa,102,51
59,1,3,sparse_neighbourhood,acids,102,62
60,1,75,dense_neighbourhood,bread,101,112
61,1,46,dense_neighbourhood,bikes,101,80
62,1,28,dense_neighbourhood,bath,101,60
63,1,35,sparse_neighbourhood,cited,102,68
64,1,59,dense_neighbourhood,bolt,101,94
65,1,33,dense_neighbourhood,bear,101,66
66,1,78,sparse_neighbourhood,ahead,102,115
67,1,55,sparse_neighbourhood,aging,102,90
68,1,50,sparse_neighbourhood,jazz,102,85
69,1,14,sparse_neighbourhood,asset,102,45
70,1,76,dense_neighbourhood,breed,101,113
71,1,77,sparse_neighbourhood,outer,102,114
72,1,63,sparse_neighbourhood,areas,102,99
73,1,56,sparse_neighbourhood,alpha,102,91
74,1,5,sparse_neighbourhood,forum,102,84
75,1,34,sparse_neighbourhood,blues,102,67
76,1,21,dense_neighbourhood,banner,101,53
77,1,62,dense_neighbourhood,booked,101,98
78,1,31,sparse_neighbourhood,olds,102,64
79,1,7,sparse_neighbourhood,plea,102,106
80,1,3,dense_neighbourhood,aired,101,62
81,1,13,dense_neighbourhood,bait,101,44
82,1,36,dense_neighbourhood,beats,101,69
83,1,68,sparse_neighbourhood,argue,102,104
84,1,4,dense_neighbourhood,alan,101,73
85,1,33,sparse_neighbourhood,duty,102,66
86,1,77,dense_neighbourhood,brick,101,114
87,1,21,sparse_neighbourhood,arabia,102,53
88,1,30,dense_neighbourhood,beach,101,63
89,1,59,sparse_neighbourhood,ebay,102,94
90,1,67,sparse_neighbourhood,avenue,102,103
91,1,29,sparse_neighbourhood,guru,102,61
92,1,9,sparse_neighbourhood,autumn,102,119
93,1,69,dense_neighbourhood,bout,101,105
94,1,79,dense_neighbourhood,bucks,101,116
95,1,66,dense_neighbourhood,boots,101,102
96,1,17,sparse_neighbourhood,absurd,102,48
97,1,19,sparse_neighbourhood,fraud,102,50
98,1,40,sparse_neighbourhood,ryan,102,74
99,1,18,dense_neighbourhood,balls,101,49
100,1,71,sparse_neighbourhood,adjust,102,108
101,1,68,dense_neighbourhood,bound,101,104
102,1,44,dense_neighbourhood,berry,101,78
103,1,32,dense_neighbourhood,beans,101,65
104,1,25,dense_neighbourhood,basis,101,57
105,1,32,sparse_neighbourhood,eddie,102,65
106,1,11,dense_neighbourhood,bags,101,42
107,1,72,sparse_neighbourhood,blogs,102,109
108,1,19,dense_neighbourhood,bands,101,50
109,1,9,dense_neighbourhood,backed,101,119
110,1,74,dense_neighbourhood,brave,101,111
111,1,39,dense_neighbourhood,began,101,72
112,1,54,sparse_neighbourhood,award,102,89
113,1,8,sparse_neighbourhood,drum,102,117
114,1,52,sparse_neighbourhood,react,102,87
115,1,61,sparse_neighbourhood,ghana,102,97
116,1,7,dense_neighbourhood,amid,101,106
117,1,58,dense_neighbourhood,bold,101,93
118,1,74,sparse_neighbourhood,fleet,102,111
119,1,6,dense_neighbourhood,alot,101,95
120,1,22,sparse_neighbourhood,anime,102,54
121,1,65,sparse_neighbourhood,taxi,102,101
122,1,43,dense_neighbourhood,belt,101,77
123,1,12,dense_neighbourhood,bail,101,43
124,1,49,sparse_neighbourhood,dress,102,83
125,1,17,dense_neighbourhood,ballet,101,48
126,1,12,sparse_neighbourhood,void,102,43
127,1,22,dense_neighbourhood,barry,101,54
128,1,16,sparse_neighbourhood,obey,102,47
129,1,54,dense_neighbourhood,block,101,89
130,1,46,sparse_neighbourhood,allah,102,80
131,1,38,sparse_neighbourhood,stir,102,71
132,1,2,dense_neighbourhood,aims,101,51
133,1,47,dense_neighbourhood,bills,101,81
134,1,39,sparse_neighbourhood,crazy,102,72
135,1,44,sparse_neighbourhood,amber,102,78
136,1,80,sparse_neighbourhood,echo,102,118
137,1,37,sparse_neighbourhood,rely,102,70
138,1,15,dense_neighbourhood,baking,101,46
139,1,47,sparse_neighbourhood,debut,102,81
140,1,73,sparse_neighbourhood,duties,102,110
141,1,58,sparse_neighbourhood,exam,102,93
142,1,34,dense_neighbourhood,bears,101,67
143,1,69,sparse_neighbourhood,buzz,102,105
144,1,41,dense_neighbourhood,bells,101,75
145,1,15,sparse_neighbourhood,athens,102,46
146,1,23,sparse_neighbourhood,craig,102,55
147,1,45,dense_neighbourhood,betty,101,79
148,1,13,sparse_neighbourhood,levy,102,44
149,1,29,dense_neighbourhood,bats,101,61
150,1,64,dense_neighbourhood,boom,101,100
151,1,62,sparse_neighbourhood,clarke,102,98
152,1,26,sparse_neighbourhood,lmao,102,58
153,1,5,dense_neighbourhood,allen,101,84
154,1,6,sparse_neighbourhood,espn,102,95
155,1,48,dense_neighbourhood,billy,101,82
156,1,75,sparse_neighbourhood,reply,102,112
157,1,26,dense_neighbourhood,bass,101,58
158,1,70,dense_neighbourhood,brain,101,107
159,1,57,dense_neighbourhood,boil,101,92
160,1,45,sparse_neighbourhood,essex,102,79
