trial,list,set,condition,word,condition_trigger,item_trigger
1,1,8,low_frequency,baron,101,78
1,1,8,low_frequency,attach,101,78
1,1,8,low_frequency,babe,101,78
2,1,34,low_frequency,arab,101,67
2,1,34,low_frequency,bing,101,67
2,1,34,low_frequency,lean,101,67
3,1,20,high_frequency,friends,102,52
3,1,20,high_frequency,early,102,52
3,1,20,high_frequency,local,102,52
4,1,17,high_frequency,history,102,48
4,1,17,high_frequency,large,102,48
4,1,17,high_frequency,known,102,48
5,1,5,low_frequency,borne,101,75
5,1,5,low_frequency,barred,101,75
5,1,5,low_frequency,chic,101,75
6,1,34,high_frequency,such,102,67
6,1,34,high_frequency,best,102,67
6,1,34,high_frequency,last,102,67
7,1,18,high_frequency,control,102,49
7,1,18,high_frequency,coming,102,49
7,1,18,high_frequency,death,102,49
8,1,4,high_frequency,force,102,73
8,1,4,high_frequency,fine,102,73
8,1,4,high_frequency,fight,102,73
9,1,23,high_frequency,thank,102,55
9,1,23,high_frequency,shit,102,55
9,1,23,high_frequency,actually,102,55
10,1,30,high_frequency,keep,102,63
10,1,30,high_frequency,family,102,63
10,1,30,high_frequency,might,102,63
11,1,16,high_frequency,york,102,47
11,1,16,high_frequency,along,102,47
11,1,16,high_frequency,anyone,102,47
12,1,17,low_frequency,addicts,101,48
12,1,17,low_frequency,baton,101,48
12,1,17,low_frequency,aloud,101,48
13,1,32,high_frequency,things,102,65
13,1,32,high_frequency,help,102,65
13,1,32,high_frequency,does,102,65
14,1,15,high_frequency,past,102,46
14,1,15,high_frequency,looks,102,46
14,1,15,high_frequency,idea,102,46
15,1,9,high_frequency,kids,102,79
15,1,9,high_frequency,list,102,79
15,1,9,high_frequency,front,102,79
16,1,10,high_frequency,west,102,41
16,1,10,high_frequency,talking,102,41
16,1,10,high_frequency,quite,102,41
17,1,40,high_frequency,with,102,74
17,1,40,high_frequency,this,102,74
17,1,40,high_frequency,have,102,74
18,1,23,low_frequency,dive,101,55
18,1,23,low_frequency,absorbed,101,55
18,1,23,low_frequency,alley,101,55
19,1,20,low_frequency,cameras,101,52
19,1,20,low_frequency,bryan,101,52
19,1,20,low_frequency,alter,101,52
20,1,38,high_frequency,only,102,71
20,1,38,high_frequency,than,102,71
20,1,38,high_frequency,other,102,71
21,1,36,high_frequency,should,102,69
21,1,36,high_frequency,even,102,69
21,1,36,high_frequency,really,102,69
22,1,19,low_frequency,deaf,101,50
22,1,19,low_frequency,bind,101,50
22,1,19,low_frequency,bias,101,50
23,1,18,low_frequency,absence,101,49
23,1,18,low_frequency,braves,101,49
23,1,18,low_frequency,adopt,101,49
24,1,26,high_frequency,change,102,58
24,1,26,high_frequency,enough,102,58
24,1,26,high_frequency,full,102,58
25,1,4,low_frequency,beads,101,73
25,1,4,low_frequency,fame,101,73
25,1,4,low_frequency,aston,101,73
26,1,38,low_frequency,beds,101,71
26,1,38,low_frequency,blvd,101,71
26,1,38,low_frequency,asses,101,71
27,1,19,high_frequency,half,102,50
27,1,19,high_frequency,hand,102,50
27,1,19,high_frequency,guys,102,50
28,1,11,high_frequency,check,102,42
28,1,11,high_frequency,among,102,42
28,1,11,high_frequency,players,102,42
29,1,26,low_frequency,holt,101,58
29,1,26,low_frequency,accord,101,58
29,1,26,low_frequency,bounce,101,58
30,1,6,high_frequency,thinking,102,76
30,1,6,high_frequency,seems,102,76
30,1,6,high_frequency,road,102,76
31,1,39,high_frequency,more,102,72
31,1,39,high_frequency,their,102,72
31,1,39,high_frequency,were,102,72
32,1,13,high_frequency,morning,102,44
32,1,13,high_frequency,short,102,44
32,1,13,high_frequency,police,102,44
33,1,33,high_frequency,part,102,66
33,1,33,high_frequency,state,102,66
33,1,33,high_frequency,three,102,66
34,1,31,high_frequency,next,102,64
34,1,31,high_frequency,without,102,64
34,1,31,high_frequency,again,102,64
35,1,27,low_frequency,amelia,101,59
35,1,27,low_frequency,acute,101,59
35,1,27,low_frequency,derive,101,59
36,1,29,low_frequency,agnes,101,61
36,1,29,low_frequency,crow,101,61
36,1,29,low_frequency,cared,101,61
37,1,8,high_frequency,college,102,78
37,1,8,high_frequency,bring,102,78
37,1,8,high_frequency,word,102,78
38,1,13,low_frequency,aerial,101,44
38,1,13,low_frequency,cluster,101,44
38,1,13,low_frequency,chang,101,44
39,1,25,low_frequency,aired,101,57
39,1,25,low_frequency,acted,101,57
39,1,25,low_frequency,lend,101,57
40,1,22,low_frequency,backs,101,54
40,1,22,low_frequency,aligned,101,54
40,1,22,low_frequency,blade,101,54
41,1,29,high_frequency,night,102,61
41,1,29,high_frequency,play,102,61
41,1,29,high_frequency,until,102,61
42,1,9,low_frequency,bali,101,79
42,1,9,low_frequency,coma,101,79
42,1,9,low_frequency,alert,101,79
43,1,7,high_frequency,self,102,77
43,1,7,high_frequency,outside,102,77
43,1,7,high_frequency,students,102,77
44,1,7,low_frequency,abandon,101,77
44,1,7,low_frequency,anal,101,77
44,1,7,low_frequency,annoying,101,77
45,1,2,low_frequency,airways,101,51
45,1,2,low_frequency,bears,101,51
45,1,2,low_frequency,algeria,101,51
46,1,36,low_frequency,aliens,101,69
46,1,36,low_frequency,alot,101,69
46,1,36,low_frequency,basket,101,69
47,1,28,low_frequency,bits,101,60
47,1,28,low_frequency,alice,101,60
47,1,28,low_frequency,allergy,101,60
48,1,6,low_frequency,dial,101,76
48,1,6,low_frequency,basil,101,76
48,1,6,low_frequency,crushing,101,76
49,1,30,low_frequency,buys,101,63
49,1,30,low_frequency,bodily,101,63
49,1,30,low_frequency,batch,101,63
50,1,21,low_frequency,carey,101,53
50,1,21,low_frequency,famed,101,53
50,1,21,low_frequency,alma,101,53
51,1,12,high_frequency,report,102,43
51,1,12,high_frequency,rather,102,43
51,1,12,high_frequency,reason,102,43
52,1,12,low_frequency,allied,101,43
52,1,12,low_frequency,abused,101,43
52,1,12,low_frequency,barnes,101,43
53,1,39,low_frequency,beta,101,72
53,1,39,low_frequency,amend,101,72
53,1,39,low_frequency,carl,101,72
54,1,16,low_frequency,jeep,101,47
54,1,16,low_frequency,accuse,101,47
54,1,16,low_frequency,abide,101,47
55,1,2,high_frequency,share,102,51
55,1,2,high_frequency,security,102,51
55,1,2,high_frequency,account,102,51
56,1,37,low_frequency,bert,101,70
56,1,37,low_frequency,chin,101,70
56,1,37,low_frequency,bacon,101,70
57,1,22,high_frequency,makes,102,54
57,1,22,high_frequency,whole,102,54
57,1,22,high_frequency,together,102,54
58,1,33,low_frequency,hose,101,66
58,1,33,low_frequency,raced,101,66
58,1,33,low_frequency,armor,101,66
59,1,40,low_frequency,cory,101,74
59,1,40,low_frequency,butt,101,74
59,1,40,low_frequency,calf,101,74
60,1,31,low_frequency,anne,101,64
60,1,31,low_frequency,amber,101,64
60,1,31,low_frequency,alabama,101,64
61,1,15,low_frequency,lite,101,46
61,1,15,low_frequency,beams,101,46
61,1,15,low_frequency,audi,101,46
62,1,28,high_frequency,done,102,60
62,1,28,high_frequency,women,102,60
62,1,28,high_frequency,however,102,60
63,1,3,high_frequency,goes,102,62
63,1,3,high_frequency,america,102,62
63,1,3,high_frequency,date,102,62
64,1,21,high_frequency,means,102,53
64,1,21,high_frequency,news,102,53
64,1,21,high_frequency,least,102,53
65,1,37,high_frequency,want,102,70
65,1,37,high_frequency,could,102,70
65,1,37,high_frequency,then,102,70
66,1,14,low_frequency,align,101,45
66,1,14,low_frequency,acids,101,45
66,1,14,low_frequency,adverse,101,45
67,1,1,high_frequency,common,102,40
67,1,1,high_frequency,club,102,40
67,1,1,high_frequency,above,102,40
68,1,25,high_frequency,seen,102,57
68,1,25,high_frequency,power,102,57
68,1,25,high_frequency,music,102,57
69,1,11,low_frequency,alien,101,42
69,1,11,low_frequency,altar,101,42
69,1,11,low_frequency,bothers,101,42
70,1,10,low_frequency,aaron,101,41
70,1,10,low_frequency,albert,101,41
70,1,10,low_frequency,hook,101,41
71,1,14,high_frequency,members,102,45
71,1,14,high_frequency,human,102,45
71,1,14,high_frequency,happy,102,45
72,1,35,high_frequency,take,102,68
72,1,35,high_frequency,still,102,68
72,1,35,high_frequency,made,102,68
73,1,24,high_frequency,went,102,56
73,1,24,high_frequency,side,102,56
73,1,24,high_frequency,though,102,56
74,1,35,low_frequency,anton,101,68
74,1,35,low_frequency,rage,101,68
74,1,35,low_frequency,bass,101,68
75,1,1,low_frequency,alison,101,40
75,1,1,low_frequency,adobe,101,40
75,1,1,low_frequency,abby,101,40
76,1,32,low_frequency,accent,101,65
76,1,32,low_frequency,bald,101,65
76,1,32,low_frequency,pace,101,65
77,1,27,high_frequency,person,102,59
77,1,27,high_frequency,business,102,59
77,1,27,high_frequency,today,102,59
78,1,24,low_frequency,reside,101,56
78,1,24,low_frequency,span,101,56
78,1,24,low_frequency,bake,101,56
79,1,5,high_frequency,term,102,75
79,1,5,high_frequency,space,102,75
79,1,5,high_frequency,summer,102,75
80,1,3,low_frequency,acquire,101,62
80,1,3,low_frequency,chan,101,62
80,1,3,low_frequency,beau,101,62
