word,freq_zipf,language,source,n_density,old20,id,length,frequency,condition,set,list,trial
yay,3.92,english,wordfreq,20,1,29832,3,3.92,dense_neighbourhood,69,1,50
heavy,4.96,english,wordfreq,1,1.95,12403,5,4.96,sparse_neighbourhood,27,1,51
eight,5.02,english,wordfreq,8,1.35,8659,5,5.02,dense_neighbourhood,29,1,52
bars,4.45,english,wordfreq,20,1,2255,4,4.45,dense_neighbourhood,68,1,53
dress,4.76,english,wordfreq,1,1.9,8258,5,4.76,sparse_neighbourhood,34,1,54
adam,4.57,english,wordfreq,1,1.7,287,4,4.57,sparse_neighbourhood,15,1,55
loan,4.68,english,wordfreq,6,1.4,15749,4,4.68,dense_neighbourhood,17,1,56
ebay,4.04,english,wordfreq,0,1.95,8532,4,4.04,sparse_neighbourhood,50,1,57
salt,4.6,english,wordfreq,5,1.45,23313,4,4.6,dense_neighbourhood,9,1,58
dana,3.82,english,wordfreq,17,1,6759,4,3.82,dense_neighbourhood,63,1,59
sexy,4.42,english,wordfreq,0,1.95,24025,4,4.42,sparse_neighbourhood,54,1,60
wrote,5.04,english,wordfreq,1,1.95,29757,5,5.04,sparse_neighbourhood,45,1,61
keys,4.39,english,wordfreq,0,1.9,14792,4,4.39,sparse_neighbourhood,40,1,62
swan,3.84,english,wordfreq,11,1.2,26333,4,3.84,dense_neighbourhood,47,1,63
plea,3.95,english,wordfreq,1,1.7,20211,4,3.95,sparse_neighbourhood,7,1,64
ice,5,english,wordfreq,13,1,13137,3,5,dense_neighbourhood,52,1,65
lips,4.35,english,wordfreq,9,1.2,15661,4,4.35,dense_neighbourhood,36,1,66
pour,4.1,english,wordfreq,7,1.5,20548,4,4.1,dense_neighbourhood,25,1,67
ugly,4.42,english,wordfreq,0,2,27955,4,4.42,sparse_neighbourhood,73,1,68
iraq,4.43,english,wordfreq,1,1.85,14149,4,4.43,sparse_neighbourhood,68,1,69
ugh,4.22,english,wordfreq,1,1.75,27952,3,4.22,sparse_neighbourhood,65,1,70
ear,4.43,english,wordfreq,18,1,8481,3,4.43,dense_neighbourhood,65,1,71
ipad,4.1,english,wordfreq,1,1.8,14132,4,4.1,sparse_neighbourhood,69,1,72
rim,3.85,english,wordfreq,21,1,22790,3,3.85,dense_neighbourhood,70,1,73
void,4.01,english,wordfreq,0,1.9,28896,4,4.01,sparse_neighbourhood,48,1,74
formed,4.68,english,wordfreq,5,1.75,10664,6,4.68,dense_neighbourhood,4,1,75
pizza,4.43,english,wordfreq,0,2.3,20112,5,4.43,sparse_neighbourhood,24,1,76
cruz,4.07,english,wordfreq,1,1.9,6509,4,4.07,sparse_neighbourhood,63,1,77
cos,4.05,english,wordfreq,43,1,6125,3,4.05,dense_neighbourhood,80,1,78
ohio,4.61,english,wordfreq,0,2,18664,4,4.61,sparse_neighbourhood,9,1,79
dates,4.54,english,wordfreq,13,1.3,6829,5,4.54,dense_neighbourhood,51,1,80
heel,3.84,english,wordfreq,7,1.4,12419,4,3.84,dense_neighbourhood,23,1,81
aiming,3.89,english,wordfreq,5,1.75,610,6,3.89,dense_neighbourhood,1,1,82
uber,3.96,english,wordfreq,1,1.95,27936,4,3.96,sparse_neighbourhood,38,1,83
allow,5.01,english,wordfreq,1,1.9,788,5,5.01,sparse_neighbourhood,56,1,84
talk,5.42,english,wordfreq,6,1.5,26555,4,5.42,dense_neighbourhood,20,1,85
meal,4.48,english,wordfreq,12,1.1,16701,4,4.48,dense_neighbourhood,49,1,86
yard,4.57,english,wordfreq,6,1.6,29826,4,4.57,dense_neighbourhood,21,1,87
para,3.85,english,wordfreq,13,1.2,19314,4,3.85,dense_neighbourhood,53,1,88
ends,4.75,english,wordfreq,0,1.7,8981,4,4.75,sparse_neighbourhood,26,1,89
tech,4.69,english,wordfreq,1,1.8,26707,4,4.69,sparse_neighbourhood,17,1,90
shop,4.88,english,wordfreq,7,1.5,24244,4,4.88,dense_neighbourhood,26,1,91
urge,4.11,english,wordfreq,0,1.8,28396,4,4.11,sparse_neighbourhood,72,1,92
intel,4.07,english,wordfreq,1,1.9,13890,5,4.07,sparse_neighbourhood,37,1,93
kills,4.34,english,wordfreq,8,1.45,14840,5,4.34,dense_neighbourhood,30,1,94
sheep,4.19,english,wordfreq,6,1.65,24127,5,4.19,dense_neighbourhood,19,1,95
epic,4.35,english,wordfreq,1,1.85,9141,4,4.35,sparse_neighbourhood,36,1,96
tells,4.78,english,wordfreq,8,1.55,26753,5,4.78,dense_neighbourhood,33,1,97
carol,4.02,english,wordfreq,0,1.85,4088,5,4.02,sparse_neighbourhood,35,1,98
focus,5,english,wordfreq,1,1.95,10508,5,5,sparse_neighbourhood,79,1,99
bible,4.54,english,wordfreq,0,1.9,2654,5,4.54,sparse_neighbourhood,51,1,100
asks,4.44,english,wordfreq,1,1.75,1577,4,4.44,sparse_neighbourhood,64,1,101
taxi,4.19,english,wordfreq,1,1.8,26663,4,4.19,sparse_neighbourhood,16,1,102
parks,4.33,english,wordfreq,6,1.6,19369,5,4.33,dense_neighbourhood,18,1,103
phil,4.37,english,wordfreq,0,1.95,19898,4,4.37,sparse_neighbourhood,76,1,104
tax,5.14,english,wordfreq,28,1,26658,3,5.14,dense_neighbourhood,76,1,105
fifa,4.21,english,wordfreq,1,1.85,10154,4,4.21,sparse_neighbourhood,74,1,106
bike,4.53,english,wordfreq,8,1.45,2682,4,4.53,dense_neighbourhood,28,1,107
cia,4.21,english,wordfreq,26,1,4761,3,4.21,dense_neighbourhood,74,1,108
jeff,4.45,english,wordfreq,0,1.95,14380,4,4.45,sparse_neighbourhood,61,1,109
below,5.05,english,wordfreq,0,1.95,2524,5,5.05,sparse_neighbourhood,6,1,110
ports,4.07,english,wordfreq,9,1.4,20464,5,4.07,dense_neighbourhood,37,1,111
flag,4.58,english,wordfreq,6,1.5,10335,4,4.58,dense_neighbourhood,15,1,112
tens,3.89,english,wordfreq,14,1,26807,4,3.89,dense_neighbourhood,57,1,113
ham,4.12,english,wordfreq,32,1,12074,3,4.12,dense_neighbourhood,78,1,114
stir,3.96,english,wordfreq,1,1.7,25696,4,3.96,sparse_neighbourhood,23,1,115
locked,4.43,english,wordfreq,7,1.5,15784,6,4.43,dense_neighbourhood,24,1,116
depot,3.95,english,wordfreq,0,1.85,7261,5,3.95,sparse_neighbourhood,14,1,117
blake,4.16,english,wordfreq,6,1.6,2810,5,4.16,dense_neighbourhood,13,1,118
jazz,4.31,english,wordfreq,0,1.95,14363,4,4.31,sparse_neighbourhood,80,1,119
radio,5.01,english,wordfreq,1,1.9,21515,5,5.01,sparse_neighbourhood,71,1,120
suck,4.42,english,wordfreq,13,1.15,26044,4,4.42,dense_neighbourhood,54,1,121
les,4.1,english,wordfreq,30,1,15424,3,4.1,dense_neighbourhood,77,1,122
moss,3.89,english,wordfreq,15,1.1,17548,4,3.89,dense_neighbourhood,59,1,123
pays,4.26,english,wordfreq,16,1,19563,4,4.26,dense_neighbourhood,62,1,124
stack,4.05,english,wordfreq,10,1.35,25435,5,4.05,dense_neighbourhood,43,1,125
spell,4.37,english,wordfreq,5,1.6,25227,5,4.37,dense_neighbourhood,10,1,126
helen,4.19,english,wordfreq,0,1.85,12442,5,4.19,sparse_neighbourhood,19,1,127
fraud,4.37,english,wordfreq,1,1.85,10798,5,4.37,sparse_neighbourhood,10,1,128
cries,3.93,english,wordfreq,6,1.6,6380,5,3.93,dense_neighbourhood,14,1,129
irs,3.89,english,wordfreq,19,1,14185,3,3.89,dense_neighbourhood,67,1,130
born,5.09,english,wordfreq,14,1.15,3117,4,5.09,dense_neighbourhood,55,1,131
edge,4.74,english,wordfreq,1,1.7,8579,4,4.74,sparse_neighbourhood,39,1,132
living,5.3,english,wordfreq,5,1.7,15721,6,5.3,dense_neighbourhood,6,1,133
eggs,4.5,english,wordfreq,1,1.9,8648,4,4.5,sparse_neighbourhood,49,1,134
ahead,5.01,english,wordfreq,1,1.9,585,5,5.01,sparse_neighbourhood,55,1,135
tear,4.35,english,wordfreq,15,1,26696,4,4.35,dense_neighbourhood,60,1,136
exam,4.26,english,wordfreq,0,1.95,9439,4,4.26,sparse_neighbourhood,62,1,137
brands,4.32,english,wordfreq,5,1.65,3269,6,4.32,dense_neighbourhood,2,1,138
lgbt,4.04,english,wordfreq,0,1.95,15483,4,4.04,sparse_neighbourhood,57,1,139
blogs,3.95,english,wordfreq,1,1.85,2895,5,3.95,sparse_neighbourhood,1,1,140
enemy,4.7,english,wordfreq,0,2.4,8988,5,4.7,sparse_neighbourhood,3,1,141
dean,4.4,english,wordfreq,10,1.3,6892,4,4.4,dense_neighbourhood,40,1,142
lid,3.81,english,wordfreq,27,1,15531,3,3.81,dense_neighbourhood,75,1,143
drum,4.11,english,wordfreq,1,1.8,8318,4,4.11,sparse_neighbourhood,70,1,144
dip,4.05,english,wordfreq,24,1,7630,3,4.05,dense_neighbourhood,72,1,145
lmao,4.28,english,wordfreq,0,1.85,15738,4,4.28,sparse_neighbourhood,77,1,146
cute,4.65,english,wordfreq,7,1.35,6659,4,4.65,dense_neighbourhood,22,1,147
czech,3.95,english,wordfreq,0,2.55,6706,5,3.95,sparse_neighbourhood,5,1,148
room,5.39,english,wordfreq,8,1.35,22994,4,5.39,dense_neighbourhood,32,1,149
grid,4.18,english,wordfreq,6,1.55,11792,4,4.18,dense_neighbourhood,16,1,150
dylan,4.05,english,wordfreq,1,1.95,8461,5,4.05,sparse_neighbourhood,43,1,151
duty,4.71,english,wordfreq,1,1.9,8434,4,4.71,sparse_neighbourhood,22,1,152
thing,5.72,english,wordfreq,5,1.55,26998,5,5.72,dense_neighbourhood,11,1,153
neat,3.99,english,wordfreq,11,1.25,17970,4,3.99,dense_neighbourhood,46,1,154
norm,3.93,english,wordfreq,5,1.55,18307,4,3.93,dense_neighbourhood,7,1,155
truth,5.05,english,wordfreq,0,1.9,27763,5,5.05,sparse_neighbourhood,12,1,156
evil,4.74,english,wordfreq,1,1.85,9413,4,4.74,sparse_neighbourhood,42,1,157
zone,4.72,english,wordfreq,9,1.3,29985,4,4.72,dense_neighbourhood,39,1,158
leads,4.65,english,wordfreq,10,1.3,15274,5,4.65,dense_neighbourhood,41,1,159
email,4.68,english,wordfreq,1,1.8,8793,5,4.68,sparse_neighbourhood,4,1,160
